P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
600; 0; 0; 0; 0; 4; 2.0001151e-08; -1.3656289305e-05; -0.0040431208439752125; 3.0002721099999996e-08; -2.6293572149999997
600; 1; 1; 1; 1; 5; 2.0005e-08; 2.645804273e-05; -0.003921683321213467; 2.99609053e-08; -2.6218603949999997
600; 1010; A; 10; 2; 5; 2.0005e-08; -1.3828136484999999e-05; -0.004166504471032089; 3.0038082700000006e-08; -2.62277058
600; 1100100; 64; 100; 3; 3; 2.0005e-08; -4.0014182655000005e-05; -0.003979325978464057; 2.99693101e-08; -2.62579529
600; 1100101; 65; 101; 4; 4; 2.0005e-08; 3.0135730164999998e-05; -0.003815386815930935; 2.99893588e-08; -2.619643295
600; 1100110; 66; 102; 4; 4; 2.0005e-08; 2.4036917685e-05; -0.0037517062267749097; 2.99803778e-08; -2.62396522
600; 1100111; 67; 103; 5; 3; 2.0005e-08; -3.502461562e-05; -0.0038390659345990423; 2.99541312e-08; -2.625119495
600; 1101000; 68; 104; 3; 3; 2.0005e-08; 1.16207161e-06; -0.004436896227809223; 2.99666898e-08; -2.6253825
600; 1101001; 69; 105; 4; 6; 2.0005e-08; -9.118554099999999e-07; -0.00439963184196849; 3.00128691e-08; -2.6160596
600; 1101010; 6A; 106; 4; 1; 2.0005e-08; 7.36915125e-07; -0.004073485560139565; 3.00067301e-08; -2.6246310499999996
600; 1101011; 6B; 107; 5; 7; 2.0005e-08; -2.49979439e-06; -0.004038103247064628; 3.0020296e-08; -2.62538398
600; 1101100; 6C; 108; 4; 2; 2.0005e-08; -1.074219314e-05; -0.003890153848423395; 2.99739026e-08; -2.632167785
600; 1101101; 6D; 109; 5; 4; 2.0005e-08; -1.862724732e-05; -0.0037266147723650726; 3.0021887399999996e-08; -2.6250285250000003
600; 1011; B; 11; 3; 4; 2.0005e-08; -4.7310155650000006e-06; -0.004144785218593415; 3.0013095999999996e-08; -2.623448335
600; 1101110; 6E; 110; 5; 6; 2.0005e-08; -1.0603168020000001e-05; -0.003697536402675418; 3.00004944e-08; -2.6278201699999997
600; 1101111; 6F; 111; 6; 3; 2.0005e-08; 1.462289243e-05; -0.003664113104950841; 2.9988842e-08; -2.6310389
600; 1110000; 70; 112; 3; 3; 2.0005e-08; -9.778972635e-06; -0.0039325915604686915; 3.0005586000000005e-08; -2.63789176
600; 1110001; 71; 113; 4; 4; 2.0005e-08; 2.217949485e-06; -0.0037938420169381514; 3.00164129e-08; -2.630389215
600; 1110010; 72; 114; 4; 1; 2.0005e-08; 4.415947275e-06; -0.0038603989247947943; 3.0008131700000004e-08; -2.6375031150000003
600; 1110011; 73; 115; 5; 5; 2.0005e-08; -2.960496759e-05; -0.0037385266719453247; 2.9985051e-08; -2.638798015
600; 1110100; 74; 116; 4; 3; 2.0005e-08; 3.43185638e-06; -0.00390815332381838; 2.99529101e-08; -2.6324841450000003
600; 1110101; 75; 117; 5; 5; 2.0005e-08; -2.4966613395e-05; -0.0038217781752821443; 3.0032889900000005e-08; -2.6259449999999998
600; 1110110; 76; 118; 5; 3; 2.0005e-08; -3.7416448869999996e-05; -0.0037841385760942754; 3.00022884e-08; -2.63207698
600; 1110111; 77; 119; 6; 6; 2.0005e-08; 3.923292423e-05; -0.0037897636436778374; 2.99619901e-08; -2.6330651
600; 1100; C; 12; 2; 7; 2.0005e-08; -2.66852226e-06; -0.0038957390646267753; 2.9966002599999996e-08; -2.631054375
600; 1111000; 78; 120; 4; 5; 2.0005e-08; -7.85329623e-06; -0.004329668647217909; 2.99643328e-08; -2.63327127
600; 1111001; 79; 121; 5; 5; 2.0005e-08; -3.7024500210000004e-05; -0.004303444047724177; 3.0019142e-08; -2.62348932
600; 1111010; 7A; 122; 5; 5; 2.0005e-08; 5.50968061e-06; -0.004177626058022522; 2.99921733e-08; -2.63395155
600; 1111011; 7B; 123; 6; 2; 2.0005e-08; 2.2859266415e-05; -0.0041346733081135895; 3.00293153e-08; -2.63435515
600; 1111100; 7C; 124; 5; 1; 2.0005e-08; 1.6118829775e-05; -0.003822030566901217; 2.9989757299999996e-08; -2.6391398500000003
600; 1111101; 7D; 125; 6; 8; 2.00033282e-08; 9.032406545e-06; -0.003673685362292939; 3.00255595e-08; -2.63132599
600; 1111110; 7E; 126; 6; 6; 2.0005e-08; 1.8744500055e-05; -0.0037396847338260967; 3.00298669e-08; -2.636263565
600; 1111111; 7F; 127; 7; 4; 2.0005e-08; -2.3331700755e-05; -0.003726570263387118; 2.9977229099999996e-08; -2.6391136399999997
600; 10000000; 80; 128; 1; 5; 2.0005e-08; -2.1199491134999997e-05; -0.004036441589828361; 3.0021381e-08; -2.61096412
600; 10000001; 81; 129; 2; 2; 2.0005e-08; -7.796952675e-06; -0.00394327881921047; 3.0028761800000004e-08; -2.6031076449999997
600; 1101; D; 13; 3; 6; 2.0005e-08; -2.393772594e-05; -0.0037932728733388412; 3.00462247e-08; -2.623078375
600; 10000010; 82; 130; 2; 3; 2.0005e-08; 1.4414956785000001e-05; -0.0038384781239850373; 2.9956961099999994e-08; -2.6078034800000003
600; 10000011; 83; 131; 3; 5; 2.0005e-08; 2.642406e-06; -0.0037670272221427344; 3.00056942e-08; -2.609019805
600; 10000100; 84; 132; 2; 6; 2.0005e-08; -9.24150381e-06; -0.003995739356485653; 3.0043403199999996e-08; -2.607590295
600; 10000101; 85; 133; 3; 5; 2.0005e-08; -2.288180089e-05; -0.003886056789135337; 2.9979468299999995e-08; -2.600785805
600; 10000110; 86; 134; 3; 2; 2.00049922e-08; 3.315565333e-05; -0.0037864924610506987; 2.9999604e-08; -2.602191365
600; 10000111; 87; 135; 4; 4; 2.0005e-08; -1.5058715475e-05; -0.0037234842495860684; 3.00496829e-08; -2.6031561
600; 10001000; 88; 136; 2; 3; 2.0005e-08; 1.815164192e-05; -0.004683085501009436; 3.00305979e-08; -2.6074453650000002
600; 10001001; 89; 137; 3; 5; 2.0005e-08; -3.5079682915e-05; -0.004514064503848944; 2.9968141200000006e-08; -2.5970815050000002
600; 10001010; 8A; 138; 3; 6; 2.0005e-08; 1.264372872e-05; -0.004227796529054255; 3.0044853400000005e-08; -2.60310278
600; 10001011; 8B; 139; 4; 5; 2.0005e-08; -9.38698863e-06; -0.004228283529449796; 2.99671894e-08; -2.6037079700000003
600; 1110; E; 14; 3; 5; 2.0005e-08; -4.0831944820000004e-05; -0.0038352282392268002; 3.0008997800000004e-08; -2.62496275
600; 10001100; 8C; 140; 3; 3; 2.0005e-08; -1.6745877945e-05; -0.003953954649917053; 3.00034556e-08; -2.612408535
600; 10001101; 8D; 141; 4; 5; 2.0005e-08; -8.667428455e-06; -0.0037639093045650773; 3.00493114e-08; -2.6040932999999997
600; 10001110; 8E; 142; 4; 3; 2.000396795e-08; -1.7577290235e-05; -0.0038206417767026974; 3.0020982399999996e-08; -2.606711245
600; 10001111; 8F; 143; 5; 5; 2.0005e-08; -5.2134457265e-05; -0.003709190028484236; 2.999481e-08; -2.60949741
600; 10010000; 90; 144; 2; 2; 2.0005e-08; 6.2419379750000005e-06; -0.004028552425558691; 3.00244287e-08; -2.6149115099999998
600; 10010001; 91; 145; 3; 2; 2.0005e-08; -1.4848966445e-05; -0.0038837021096495305; 2.9958416900000005e-08; -2.6065635499999997
600; 10010010; 92; 146; 3; 5; 2.0005e-08; -1.642381095e-05; -0.0038591854707616595; 3.00496145e-08; -2.611177745
600; 10010011; 93; 147; 4; 5; 2.0005e-08; -3.895316919999999e-06; -0.0037872344146776347; 2.9976168999999994e-08; -2.61262364
600; 10010100; 94; 148; 3; 2; 2.00040003e-08; -1.8559211415e-05; -0.0039902450642511755; 2.9994961399999996e-08; -2.611600535
600; 10010101; 95; 149; 4; 3; 2.0005e-08; -6.375752495e-06; -0.003814472928717849; 3.00331391e-08; -2.6041321699999997
600; 1111; F; 15; 4; 5; 2.0005e-08; -9.881515224999999e-06; -0.0036692360777986505; 2.9984882799999996e-08; -2.628212705
600; 10010110; 96; 150; 4; 2; 2.0005e-08; -2.1763047915e-05; -0.003796237745505135; 3.0022676999999997e-08; -2.60740982
600; 10010111; 97; 151; 5; 2; 2.000108315e-08; -3.654544936e-05; -0.003790902451446881; 3.00077718e-08; -2.60849074
600; 10011000; 98; 152; 3; 3; 2.0005e-08; -2.8895959640000003e-05; -0.004537279176176785; 3.0028083800000006e-08; -2.611744325
600; 10011001; 99; 153; 4; 6; 2.0005e-08; -2.076461467e-05; -0.004377199134725392; 3.0034581499999995e-08; -2.6010626
600; 10011010; 9A; 154; 4; 4; 2.0005e-08; -7.8226401e-06; -0.004339595349319598; 2.99878391e-08; -2.6089214
600; 10011011; 9B; 155; 5; 2; 2.0005e-08; 8.192883694999999e-06; -0.004133775175523757; 2.9968099600000006e-08; -2.60950035
600; 10011100; 9C; 156; 4; 6; 2.0005e-08; -3.5214889305e-05; -0.004016823833129992; 2.99705455e-08; -2.616488595
600; 10011101; 9D; 157; 5; 5; 2.0005e-08; -6.51888956e-06; -0.003802777787506377; 3.0020942399999996e-08; -2.607712995
600; 10011110; 9E; 158; 5; 3; 2.0005e-08; -3.23313668e-06; -0.0039054495688704855; 2.9988251200000004e-08; -2.61053978
