P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
150; 1010; A; 10; 2; 5; 2.0005e-08; 9.41388431e-06; -0.0037339294197523236; 3.0000000000000004e-08; -0.114463421
150; 1100100; 64; 100; 3; 3; 2.0005e-08; -1.28327383e-06; -0.0037202662037779705; 3.0000000000000004e-08; -0.113672774
150; 1100101; 65; 101; 4; 4; 2.0005e-08; 7.754517220000001e-06; -0.003730928613799083; 3.0000000000000004e-08; -0.1139410875
150; 1100110; 66; 102; 4; 4; 2.0005e-08; 2.5955739499999995e-07; -0.003718487512119506; 3.0000000000000004e-08; -0.1137879475
150; 1100111; 67; 103; 5; 3; 2.0005e-08; -5.608530615e-06; -0.0037222448902958357; 3.0000000000000004e-08; -0.1134264985
150; 1101000; 68; 104; 3; 3; 2.0005e-08; 1.108571496e-05; -0.0037347246777214246; 3.0000000000000004e-08; -0.1134935225
150; 1101001; 69; 105; 4; 6; 2.0005e-08; -3.0946753532e-05; -0.0037411594116731842; 3.0000000000000004e-08; -0.11420411450000001
150; 1101010; 6A; 106; 4; 1; 2.0005e-08; 4.78653783e-06; -0.0037217979921595067; 3.0000000000000004e-08; -0.1133208305
150; 1101011; 6B; 107; 5; 7; 2.0005e-08; 3.4297521568500004e-06; -0.0037476491223204147; 3.0000000000000004e-08; -0.11493505500000001
150; 1101100; 6C; 108; 4; 2; 2.0005e-08; -1.942790813e-05; -0.003741211192017284; 3.0000000000000004e-08; -0.113690596
150; 1101101; 6D; 109; 5; 4; 2.0005e-08; 2.5933637856499997e-05; -0.0037540381931481506; 3.0000000000000004e-08; -0.11419389499999999
150; 1011; B; 11; 3; 4; 2.0005e-08; 9.263621686e-06; -0.0037540740293546464; 3.0000000000000004e-08; -0.11426583700000001
150; 1101110; 6E; 110; 5; 6; 2.0005e-08; 1.0064588876000001e-05; -0.0037475937731859216; 3.0000000000000004e-08; -0.114577966
150; 1101111; 6F; 111; 6; 3; 2.0005e-08; -1.59779182e-05; -0.003737607665229899; 3.0000000000000004e-08; -0.113504811
150; 1110000; 70; 112; 3; 3; 2.0005e-08; -2.2033544135e-05; -0.003733903491611202; 3.0000000000000004e-08; -0.113532141
150; 1110001; 71; 113; 4; 4; 2.0005e-08; -2.306321037e-05; -0.003731598670256517; 3.0000000000000004e-08; -0.1137036815
150; 1110010; 72; 114; 4; 1; 2.0005e-08; -2.334132785e-05; -0.0037199153089555724; 3.0000000000000004e-08; -0.1128426025
150; 1111011; 7B; 123; 6; 2; 2.0005e-08; -4.7787845701e-05; -0.003757244975806022; 3.0000000000000004e-08; -0.113874205
150; 1111100; 7C; 124; 5; 1; 2.0005e-08; -1.145774582e-05; -0.003751569771120602; 3.0000000000000004e-08; -0.1135755965
150; 1111101; 7D; 125; 6; 8; 2.0005e-08; -6.510447177e-06; -0.00377009129747568; 3.0000000000000004e-08; -0.1149695855
150; 1111110; 7E; 126; 6; 6; 2.0005e-08; 2.891539223e-06; -0.003751931063464182; 3.0000000000000004e-08; -0.1146090505
150; 1111111; 7F; 127; 7; 4; 2.0005e-08; 3.5511655930000005e-05; -0.0037424849656555754; 3.0000000000000004e-08; -0.113664077
150; 10000000; 80; 128; 1; 5; 2.0005e-08; -5.417593561e-05; -0.003717882754802965; 3.0000000000000004e-08; -0.11358185300000001
