P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
150; 0; 0; 0; 0; 4; 2.00012291e-08; 3.83536781e-06; -0.003578015204522363; 3.0001740699999995e-08; -0.8853964235
150; 1; 1; 1; 1; 5; 2.00001246e-08; 6.70196744e-06; -0.0035869621530010827; 2.99935894e-08; -0.884932414
150; 1010; A; 10; 2; 5; 2.0001292400000002e-08; 1.509074495e-05; -0.0035867475125247027; 2.9985390599999996e-08; -0.885355656
150; 1100100; 64; 100; 3; 3; 2.000193035e-08; 1.33897588e-05; -0.0035853413961406105; 3.00054423e-08; -0.8856191425
150; 1100101; 65; 101; 4; 4; 2.0001500000000002e-08; 2.06743266e-05; -0.0036062013903648423; 3.00019615e-08; -0.885136206
150; 1100110; 66; 102; 4; 4; 2.000051195e-08; 1.13457843e-05; -0.0036098673603809496; 3.00110131e-08; -0.8851550404999999
150; 1100111; 67; 103; 5; 3; 2.00016152e-08; 1.039330095e-05; -0.0035881386891127407; 2.99997183e-08; -0.884802796
150; 1101000; 68; 104; 3; 3; 2.0001500000000002e-08; 1.8546610149999998e-05; -0.0035844937735590716; 2.9999538100000004e-08; -0.8857439890000001
150; 1101001; 69; 105; 4; 6; 2.000105e-08; 1.9257925249999998e-05; -0.0036086403292372206; 2.99959159e-08; -0.885392548
150; 1101010; 6A; 106; 4; 1; 2.0000936199999998e-08; 1.85942968e-05; -0.00358244683417954; 2.99962781e-08; -0.885368441
150; 1101011; 6B; 107; 5; 7; 2.0000449999999998e-08; 9.242623044999999e-06; -0.0036216960596942944; 3.00041633e-08; -0.8850454135
150; 1101100; 6C; 108; 4; 2; 2.0000150000000002e-08; 1.9130228799999998e-05; -0.0035934091639900296; 3.00081311e-08; -0.885999241
150; 1101101; 6D; 109; 5; 4; 2.0001706e-08; 1.431424685e-05; -0.00360494922018032; 3.0006915850000006e-08; -0.885579626
150; 1011; B; 11; 3; 4; 2.00005e-08; 6.73542353e-06; -0.0036178193459058296; 3.00112718e-08; -0.8849734359999999
150; 1101110; 6E; 110; 5; 6; 2.000229375e-08; -1.09522226e-05; -0.003608844756436905; 3.00035021e-08; -0.8855384095000001
150; 1101111; 6F; 111; 6; 3; 2.0000370200000003e-08; 2.595486305e-05; -0.0035993934757809244; 2.99923985e-08; -0.885122739
150; 1110000; 70; 112; 3; 3; 2.0001143850000002e-08; 1.5665780899999998e-05; -0.00359977124481173; 2.99809641e-08; -0.8849773445
150; 1110001; 71; 113; 4; 4; 2.0000544800000002e-08; 1.34417927e-05; -0.0036035303975179775; 2.99890637e-08; -0.88457432
150; 1110010; 72; 114; 4; 1; 2.0001500000000002e-08; 8.442904905e-06; -0.0035777410725558244; 3.00043366e-08; -0.8845919295
150; 1110011; 73; 115; 5; 5; 2.00011423e-08; 8.340549815e-06; -0.003601598804706299; 2.99994442e-08; -0.884175318
150; 1110100; 74; 116; 4; 3; 2.0000328e-08; 1.49034643e-05; -0.00357266216215864; 3.00043444e-08; -0.8851795545000001
150; 1110101; 75; 117; 5; 5; 2.0005e-08; 1.48307664e-05; -0.0035905378966363307; 3.00026223e-08; -0.884730281
150; 1110110; 76; 118; 5; 3; 2.000098875e-08; 8.484005995e-06; -0.00359330637560024; 2.999438e-08; -0.8847236035
