P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
600; 1100101; 65; 101; 4; 4; 4.00005e-08; -0.0006110320045; -0.0050262639022509775; 4.5001989e-08; -11.2695496
600; 1100110; 66; 102; 4; 4; 4.00005e-08; -0.00018666611149999998; -0.005081867241586234; 4.499978895e-08; -11.2681288
600; 1101000; 68; 104; 3; 3; 4.000009765e-08; -0.000149896203; -0.0050103346747633355; 4.4999742650000004e-08; -11.2511637
600; 1011; B; 11; 3; 4; 4.00005e-08; -0.00029152065399999996; -0.005056250546745387; 4.499895265e-08; 21352.15825
600; 1101110; 6E; 110; 5; 6; 4.0000450000000005e-08; -3.3482635449999995e-05; -0.005050779134470759; 4.5000102749999995e-08; -11.2665591
600; 1110011; 73; 115; 5; 5; 4.0000400799999996e-08; -0.00017216853750000002; -0.005055028956514191; 4.500610315e-08; -11.2988946
600; 1100; C; 12; 2; 7; 4.000035e-08; -6.28619102e-05; -0.005075297542729883; 4.50000483e-08; -11.26159995
600; 1111000; 78; 120; 4; 5; 4.00001032e-08; -0.0009722632385; -0.005034280979920227; 4.499916835e-08; -11.257466
600; 1111010; 7A; 122; 5; 5; 4.00005e-08; -0.000242213371; -0.005015038320738206; 4.50005612e-08; -11.26717025
600; 1111011; 7B; 123; 6; 2; 4.00005e-08; -0.000475905269; -0.005050511093700784; 4.49993373e-08; -11.2961106
600; 1111100; 7C; 124; 5; 1; 4.000015e-08; -8.900894575e-05; -0.005050537083972238; 4.4999101e-08; -11.25841735
600; 1111101; 7D; 125; 6; 8; 4.00005e-08; -0.000197937157; -0.005065010895886039; 4.4999769500000004e-08; -11.26162365
600; 10000011; 83; 131; 3; 5; 4.00005e-08; -0.0001530309155; -0.005040062271016186; 4.500093395e-08; -11.2726561
600; 10000100; 84; 132; 2; 6; 4.00005e-08; -0.001129446525; -0.005059405252895407; 4.49990426e-08; -11.2649218
600; 10000101; 85; 133; 3; 5; 4.00004134e-08; -0.000148784389; -0.005053394089564812; 4.499859795e-08; -11.26821475
600; 10000110; 86; 134; 3; 2; 4.00005e-08; -0.0002609287355; -0.0050925373263674065; 4.499974445e-08; -11.3063772
600; 10000111; 87; 135; 4; 4; 4.000035e-08; -0.0001920163595; -0.005052494787490895; 4.49988056e-08; -11.3015394
600; 10001000; 88; 136; 2; 3; 4.00005e-08; -0.0001222788665; -0.0050544452987304365; 4.50007809e-08; -11.26079165
