P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
100; 0; 0; 0; 0; 4; 4.00005376e-08; -6.786287215e-05; -0.005014415355185125; 4.500006125e-08; -0.534334307
100; 11001010; CA; 202; 4; 4; 4.000068435e-08; -1.42232225e-05; -0.0049752846377875155; 4.500005825e-08; -0.5491433995
100; 11010010; D2; 210; 4; 5; 4.000015e-08; 9.49761637e-06; -0.005014679419504698; 4.4999442600000004e-08; -0.5465577545
100; 11010011; D3; 211; 5; 4; 4.00008436e-08; -0.000116123516; -0.005015899165769269; 4.500052435e-08; -0.542243684
100; 11010100; D4; 212; 4; 2; 4.000021445e-08; 0.00012324044200000002; -0.004997096953925648; 4.499630065e-08; -0.533663239
100; 11011000; D8; 216; 4; 3; 4.000008255e-08; 4.941417305e-05; -0.0050064363733746476; 4.500041255e-08; -0.5765331375
100; 11100000; E0; 224; 3; 4; 4.000007515e-08; -9.126511455000001e-05; -0.004980872126900935; 4.4999652649999995e-08; -0.5489877355
100; 11100001; E1; 225; 4; 5; 4.000035e-08; -1.759821505e-05; -0.0049877647463004125; 4.499960845e-08; -0.5224261065
100; 11100010; E2; 226; 4; 3; 4.00001405e-08; 5.457835155e-05; -0.005011945527566321; 4.500016705e-08; -0.55187997
100; 11100101; E5; 229; 5; 5; 4.00003693e-08; -1.968071585e-05; -0.004983552951330783; 4.50014858e-08; -0.5347416414999999
100; 10111; 17; 23; 4; 4; 4.000005e-08; -2.1676651e-05; -0.005007867920483079; 4.500051905e-08; -0.594732254
100; 11100110; E6; 230; 5; 4; 4.0000335150000004e-08; 2.6561504595e-05; -0.00502539713041357; 4.5000075e-08; -0.5344551639999999
100; 11101000; E8; 232; 4; 5; 4.0000450000000005e-08; 2.1087978e-05; -0.004991117618451082; 4.499956235e-08; -0.5346844545
100; 11101001; E9; 233; 5; 4; 4.000025655e-08; -4.1540886549999996e-05; -0.004972383049784088; 4.499976275e-08; -0.5348274
100; 11101010; EA; 234; 5; 4; 4.00005e-08; 0.00014733418300000002; -0.004979370691774283; 4.4999538950000004e-08; -0.5346107865
