P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
0; 1101010; 6A; 106; 4; 1; 2.0005e-08; -2.1910955205e-06; -0.0009967122722618956; 3.0000000000000004e-08; 0.000975427624
0; 1101101; 6D; 109; 5; 4; 2.0005e-08; -1.535267415e-06; -0.0013114414331312286; 3.0000000000000004e-08; 0.0009617998925000001
0; 1101110; 6E; 110; 5; 6; 2.0005e-08; -7.44024385e-06; -0.0012419762112207842; 3.0000000000000004e-08; 0.0009518861715000001
0; 1101111; 6F; 111; 6; 3; 2.0005e-08; -1.285772325e-06; -0.0015238717104499593; 3.0000000000000004e-08; 0.000979840597
0; 1110000; 70; 112; 3; 3; 2.00042285e-08; -3.1270129730000002e-06; -0.000499562932815824; 3.0000000000000004e-08; 0.0009557534215
0; 1110001; 71; 113; 4; 4; 2.0005e-08; 5.2367617915e-06; -0.0008240283945447022; 3.0000000000000004e-08; 0.0009628415345
0; 1110010; 72; 114; 4; 1; 2.0005e-08; 5.226336855e-06; -0.0009029248090066164; 3.0000000000000004e-08; 0.0009826700194999999
0; 1110011; 73; 115; 5; 5; 2.0005e-08; 3.5711466335e-06; -0.001286924523362033; 3.0000000000000004e-08; 0.0009555296015
0; 1110100; 74; 116; 4; 3; 2.000323585e-08; 3.8229416200000003e-07; -0.0008937685765523144; 3.0000000000000004e-08; 0.0009511434085
0; 1110101; 75; 117; 5; 5; 2.0005e-08; 6.01619375e-07; -0.001092754623299516; 3.0000000000000004e-08; 0.0009582370450000001
0; 1110110; 76; 118; 5; 3; 2.0005e-08; -1.9663469845e-06; -0.0010857512676974096; 3.0000000000000004e-08; 0.0009708873859999999
0; 1110111; 77; 119; 6; 6; 2.0005e-08; -2.3988118325e-06; -0.0015075793712393442; 3.0000000000000004e-08; 0.0009645125845
0; 10100111; A7; 167; 5; 4; 2.0005e-08; -1.79026053555e-05; -0.0012763428896285314; 3.0000000000000004e-08; 0.0009636269075
0; 10101000; A8; 168; 3; 3; 2.0005e-08; 1.9874944748e-05; -0.0005937326723328124; 3.0000000000000004e-08; 0.0009555934644999999
0; 10101001; A9; 169; 4; 5; 2.0005e-08; -1.41632833635e-05; -0.0009132124884272958; 3.0000000000000004e-08; 0.000958237254
0; 11001001; C9; 201; 4; 6; 2.0005e-08; 5.102713218999999e-06; -0.0009702898098106022; 3.0000000000000004e-08; 0.000955463722
0; 11001011; CB; 203; 5; 5; 2.0005e-08; 1.384560128e-05; -0.0013890321639440574; 3.0000000000000004e-08; 0.0009482163905
0; 11001101; CD; 205; 5; 6; 2.0005e-08; -1.513889347e-05; -0.0013842889259631137; 3.0000000000000004e-08; 0.000950902511
0; 11001111; CF; 207; 6; 3; 2.0005e-08; -1.2077483665000001e-05; -0.001560163579362075; 3.0000000000000004e-08; 0.0009779926210000001
0; 11011100; DC; 220; 5; 3; 2.0005e-08; -3.032420184e-07; -0.0013463110983392781; 3.0000000000000004e-08; 0.000953736306
0; 11011110; DE; 222; 6; 4; 2.0005e-08; 1.340326414e-05; -0.0015375061421488937; 3.0000000000000004e-08; 0.0009617569805
0; 11100000; E0; 224; 3; 4; 2.0005e-08; -3.6202193314999997e-06; -0.0004839367257439695; 3.0000000000000004e-08; 0.0009566352155
0; 11100010; E2; 226; 4; 3; 2.0005e-08; 5.208954372e-06; -0.0008932474183928938; 3.0000000000000004e-08; 0.000971842828
0; 11100100; E4; 228; 4; 4; 2.0005e-08; 7.4329332345e-06; -0.0008141266948893162; 3.0000000000000004e-08; 0.0009429880265
0; 11100110; E6; 230; 5; 4; 2.0005e-08; 2.7587568655e-06; -0.001145614032347771; 3.0000000000000004e-08; 0.000962752003
0; 11100111; E7; 231; 6; 3; 2.0005e-08; -6.7874090145e-06; -0.001445777797369788; 3.0000000000000004e-08; 0.00097807088
0; 11101000; E8; 232; 4; 5; 2.0005e-08; 1.29310905335e-05; -0.0007455561648386619; 3.0000000000000004e-08; 0.0009501557815
0; 11101001; E9; 233; 5; 4; 2.0005e-08; 8.820321918e-06; -0.0011574602956985964; 3.0000000000000004e-08; 0.00096723561
0; 11101011; EB; 235; 6; 5; 2.0005e-08; 1.3085807016e-05; -0.001705031588368951; 3.0000000000000004e-08; 0.0009518886205
0; 11101101; ED; 237; 6; 4; 2.0005e-08; 2.30678042515e-05; -0.001528785963698799; 3.0000000000000004e-08; 0.0009671498775
0; 11101111; EF; 239; 7; 7; 2.0005e-08; -1.9267110385e-05; -0.001778505190457439; 3.0000000000000004e-08; 0.0009653616725
0; 11110001; F1; 241; 5; 3; 2.0002104e-08; -2.0833122664e-05; -0.0010468896095522113; 3.0000000000000004e-08; 0.000967279929
0; 11110011; F3; 243; 6; 3; 2.0005e-08; -6.680078273e-06; -0.00148543377608615; 3.0000000000000004e-08; 0.0009699099410000001
0; 11110101; F5; 245; 6; 5; 2.0005e-08; -1.78349412e-05; -0.0013587496166430997; 3.0000000000000004e-08; 0.0009563513855
0; 11110111; F7; 247; 7; 3; 2.0005e-08; 3.5025663029999996e-06; -0.0017365264527006991; 3.0000000000000004e-08; 0.000975312731
0; 11111001; F9; 249; 6; 4; 2.0005e-08; -2.5746878782e-05; -0.0013463313434929653; 3.0000000000000004e-08; 0.000969023114
0; 11111011; FB; 251; 7; 4; 2.0005e-08; 4.367221095e-06; -0.0017031712290214629; 3.0000000000000004e-08; 0.000964476277
0; 11111101; FD; 253; 7; 3; 2.0005e-08; -3.8226837675e-06; -0.0018431026634128246; 3.0000000000000004e-08; 0.0009716643350000001
0; 11111111; FF; 255; 8; 3; 2.0005e-08; 2.73364173555e-05; -0.0019481081345754376; 3.0000000000000004e-08; 0.0009852125745000002
