P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
600; 0; 0; 0; 0; 4; 2.0005e-08; -3.48085905e-07; -3.5127187001094023e-07; 3.00124852e-08; -3.89607747
600; 1; 1; 1; 1; 5; 2.0005e-08; -8.105453165e-07; -0.00021004060207106872; 2.99610816e-08; -3.895529155
600; 1010; A; 10; 2; 5; 2.0005e-08; -1.28598083e-06; -0.0005683548055594367; 2.9967060099999994e-08; -3.8914226149999998
600; 1100100; 64; 100; 3; 3; 2.0005e-08; 2.360947178e-06; -0.0006078887362198561; 3.0047461799999996e-08; -3.893538025
600; 1100101; 65; 101; 4; 4; 2.0005e-08; -1.4049492715e-05; -0.000915101533662876; 3.00314573e-08; -3.892999985
600; 1100110; 66; 102; 4; 4; 2.0005e-08; 5.927303161e-06; -0.0009216019937630548; 2.99649317e-08; -3.890800805
600; 1100111; 67; 103; 5; 3; 2.0005e-08; -6.375701443e-06; -0.001290947713419587; 2.99998431e-08; -3.8904556
600; 1101000; 68; 104; 3; 3; 2.0005e-08; 1.13178069705e-05; -0.0005246977718808647; 2.99973457e-08; -3.891028595
600; 1101001; 69; 105; 4; 6; 2.0005e-08; -1.5101781860000002e-05; -0.000904252780870635; 3.0010565099999995e-08; -3.890535715
600; 1101010; 6A; 106; 4; 1; 2.0005e-08; -8.06987032e-07; -0.000997809342522152; 2.99911352e-08; -3.88844146
600; 1101011; 6B; 107; 5; 7; 2.0005e-08; 1.6755215050000003e-06; -0.0014231010177821312; 2.9959600399999997e-08; -3.88823382
600; 1101100; 6C; 108; 4; 2; 2.0005e-08; -1.1776874065e-06; -0.0010130926213281885; 3.0031085699999995e-08; -3.8913512949999998
600; 1101101; 6D; 109; 5; 4; 2.0005e-08; -1.43480929e-06; -0.0013118774475283784; 2.9963349599999994e-08; -3.89086581
600; 1011; B; 11; 3; 4; 2.0005e-08; -1.1061976e-06; -0.0009005126706379106; 2.99809111e-08; -3.891211195
600; 1101110; 6E; 110; 5; 6; 2.0005e-08; -5.477573835e-06; -0.0012429913757232235; 3.0018149799999996e-08; -3.888716805
600; 1101111; 6F; 111; 6; 3; 2.0005e-08; 4.5757469545e-06; -0.0015251652285765934; 2.99795859e-08; -3.8885202899999998
600; 1110000; 70; 112; 3; 3; 2.000243e-08; -1.3660677505e-06; -0.0004998438940339652; 2.9978989300000005e-08; -3.892570145
600; 1110001; 71; 113; 4; 4; 2.0005e-08; 1.3918824395e-05; -0.0008244596126329999; 2.99841734e-08; -3.89203837
600; 1110010; 72; 114; 4; 1; 2.0005e-08; 5.1741345820000004e-06; -0.00090383300202864; 2.9993946700000005e-08; -3.8897938549999997
600; 1110011; 73; 115; 5; 5; 2.0005e-08; 4.622431455e-06; -0.0012874681431457415; 2.99922941e-08; -3.88945599
600; 1110100; 74; 116; 4; 3; 2.0005e-08; 4.803649725e-07; -0.0008941283624268995; 2.9950319999999996e-08; -3.8930197399999997
600; 1110101; 75; 117; 5; 5; 2.0005e-08; 5.5804837525e-06; -0.0010934055932960054; 2.99764766e-08; -3.892493075
600; 1110110; 76; 118; 5; 3; 2.0005e-08; -3.290478845e-06; -0.0010865841761299817; 2.9970333e-08; -3.89029085
600; 1110111; 77; 119; 6; 6; 2.0005e-08; 5.54607322e-06; -0.001507925800794389; 2.9985983199999996e-08; -3.8899588
600; 1100; C; 12; 2; 7; 2.0005e-08; -1.46645209e-06; -0.0006026696057573102; 2.9973555e-08; -3.89433337
600; 1111000; 78; 120; 4; 5; 2.0005e-08; -1.7342727909999997e-05; -0.0008720529033305335; 2.9968399599999996e-08; -3.8905073349999997
