P [mW]; data_bin; data_hex; data_dec; hamming_in; hamming_out; time [ns]; I (static) [A]; I (dynamic) [A]; time [ns]; I (laser) [A]
100; 0; 0; 0; 0; 4; 2.0005e-08; -5.5259103900000005e-06; -0.0037147541472360174; 3.0000000000000004e-08; -0.07425247755
100; 1; 1; 1; 1; 5; 2.0005e-08; 1.2463010545e-06; -0.003730583034365092; 3.0000000000000004e-08; -0.07496195175
100; 1010; A; 10; 2; 5; 2.0005e-08; 1.0442414135e-05; -0.00373290606110369; 3.0000000000000004e-08; -0.07514164270000001
100; 1100100; 64; 100; 3; 3; 2.0005e-08; -2.55193755e-07; -0.0037192428960510864; 3.0000000000000004e-08; -0.07462457794999999
100; 1100101; 65; 101; 4; 4; 2.0005e-08; 8.78268386e-06; -0.0037299053005755783; 3.0000000000000004e-08; -0.0747965567
100; 1100110; 66; 102; 4; 4; 2.0005e-08; 1.287422266715e-06; -0.0037174642009471814; 3.0000000000000004e-08; -0.0747037139
100; 1100111; 67; 103; 5; 3; 2.0005e-08; -4.580599565e-06; -0.00372122151385627; 3.0000000000000004e-08; -0.0744691263
100; 1101000; 68; 104; 3; 3; 2.0005e-08; 1.2113179675e-05; -0.0037337013180711543; 3.0000000000000004e-08; -0.0745103744
100; 1101001; 69; 105; 4; 6; 2.0005e-08; -2.9918135945e-05; -0.0037401359834682304; 3.0000000000000004e-08; -0.0749823527
100; 1101010; 6A; 106; 4; 1; 2.0005e-08; 5.814329595e-06; -0.003720772945278731; 3.0000000000000004e-08; -0.074380045
100; 1101011; 6B; 107; 5; 7; 2.0005e-08; 4.458149985e-06; -0.0037466257610005967; 3.0000000000000004e-08; -0.07547397475
100; 1101100; 6C; 108; 4; 2; 2.0005e-08; -1.8399826880000002e-05; -0.0037401877529414274; 3.0000000000000004e-08; -0.07462410855
100; 1101101; 6D; 109; 5; 4; 2.0005e-08; 2.696149411e-05; -0.0037530148309092683; 3.0000000000000004e-08; -0.07495472325
100; 1011; B; 11; 3; 4; 2.0005e-08; 1.0292375254999999e-05; -0.003753050666133303; 3.0000000000000004e-08; -0.0750085787
100; 1101110; 6E; 110; 5; 6; 2.0005e-08; 1.10922448e-05; -0.003746570383987474; 3.0000000000000004e-08; -0.075221301
100; 1101111; 6F; 111; 6; 3; 2.0005e-08; -1.4949797315e-05; -0.0037365842788048835; 3.0000000000000004e-08; -0.07451200595
100; 1110000; 70; 112; 3; 3; 2.0005e-08; -2.100513881e-05; -0.0037328801262234367; 3.0000000000000004e-08; -0.0745384198
100; 1110001; 71; 113; 4; 4; 2.0005e-08; -2.2035217035000003e-05; -0.0037305753173187614; 3.0000000000000004e-08; -0.0746529289
100; 1110010; 72; 114; 4; 1; 2.0005e-08; -2.2312727755e-05; -0.003718891926824666; 3.0000000000000004e-08; -0.07408191745
100; 1110011; 73; 115; 5; 5; 2.0005e-08; -2.0183329964999998e-05; -0.0037719457726053127; 3.0000000000000004e-08; -0.0750222041
100; 1110100; 74; 116; 4; 3; 2.0005e-08; 4.088195055e-06; -0.0037315469580667606; 3.0000000000000004e-08; -0.0745495162
100; 1110101; 75; 117; 5; 5; 2.0005e-08; -3.87839681e-06; -0.0037359323007503395; 3.0000000000000004e-08; -0.0747899164
100; 1110110; 76; 118; 5; 3; 2.0005e-08; -7.0074292e-06; -0.003731047355010276; 3.0000000000000004e-08; -0.0744524892
100; 1110111; 77; 119; 6; 6; 2.0005e-08; 4.704575075e-06; -0.003728012196530532; 3.0000000000000004e-08; -0.07472956659999999
100; 1100; C; 12; 2; 7; 2.0005e-08; 6.49868071e-07; -0.0037468684984809644; 3.0000000000000004e-08; -0.0753348588
100; 1111000; 78; 120; 4; 5; 2.0005e-08; -2.775567145e-05; -0.00374658775816615; 3.0000000000000004e-08; -0.0747740767
100; 1111001; 79; 121; 5; 5; 2.00018725e-08; -1.357807956e-05; -0.0037452702404345136; 3.0000000000000004e-08; -0.07478463804999999
100; 1111010; 7A; 122; 5; 5; 2.0005e-08; 9.346530995000001e-06; -0.0037343181410627426; 3.0000000000000004e-08; -0.07490673415
100; 1111011; 7B; 123; 6; 2; 2.0005e-08; -4.6763842525e-05; -0.0037562219142521806; 3.0000000000000004e-08; -0.07475101340000001
100; 1111100; 7C; 124; 5; 1; 2.0005e-08; -1.0429043195e-05; -0.003750546450098222; 3.0000000000000004e-08; -0.07454786390000001
100; 1111101; 7D; 125; 6; 8; 2.0005e-08; -5.48286938e-06; -0.003769067969579287; 3.0000000000000004e-08; -0.075482085
100; 1111110; 7E; 126; 6; 6; 2.0005e-08; 3.91960862e-06; -0.0037509077163428595; 3.0000000000000004e-08; -0.07524357075
100; 1111111; 7F; 127; 7; 4; 2.0005e-08; 3.654006934e-05; -0.003741461626648822; 3.0000000000000004e-08; -0.0746269698
100; 10000000; 80; 128; 1; 5; 2.0005e-08; -5.314818457e-05; -0.0037168594513512453; 3.0000000000000004e-08; -0.07457728915
100; 10000001; 81; 129; 2; 2; 2.0005e-08; 2.3198412575e-05; -0.0037199492521285196; 3.0000000000000004e-08; -0.07430773095
100; 1101; D; 13; 3; 6; 2.0005e-08; -1.79640923e-05; -0.003753132270521384; 3.0000000000000004e-08; -0.07537674445
100; 10000010; 82; 130; 2; 3; 2.00045667e-08; -5.886927305000001e-06; -0.0037065036719453903; 3.0000000000000004e-08; -0.07432178625
100; 10000011; 83; 131; 3; 5; 2.0005e-08; 2.4023390909999998e-05; -0.0037585173516483166; 3.0000000000000004e-08; -0.07486472175
100; 10000100; 84; 132; 2; 6; 2.0005e-08; 5.368675145e-06; -0.0037211865290879913; 3.0000000000000004e-08; -0.07492379739999999
100; 10000101; 85; 133; 3; 5; 2.0005e-08; 4.6396320025e-05; -0.0037218450865933775; 3.0000000000000004e-08; -0.07477769935
100; 10000110; 86; 134; 3; 2; 2.0005e-08; -1.2197578625e-05; -0.003709522759686333; 3.0000000000000004e-08; -0.07423338104999999
